# SPT-3G Y1 EE/TE Bandpowers.
# Units are uK^2 CMB.
# EE 90x90, TE 90x90, EE 90x150, TE 90x150, EE 90x220, TE 90x220, EE 150x150, TE 150x150, EE 150x220, TE 150x220, EE 220x220, TE 220x220
35 6.7129945 -16.0403372 6.2650062 -14.1512211 7.8573583 -14.5858689 6.3252636 -13.7594753 6.2069154 -13.9644432 4.8997349 -17.6177220
36 5.3278573 -5.3877178 5.5556677 -4.7371104 1.0578772 -9.1238839 5.3835893 -4.3277960 5.3592153 -5.7851373 9.0456500 3.6542211
37 7.3471538 -7.6001438 7.6141595 -6.3481212 6.7996850 -3.9328104 5.9859035 -4.9775501 7.1841682 -3.6493009 8.7496090 -9.1509566
38 1.1997255 -8.9049004 2.6146905 -8.8042578 4.1707389 -10.6149901 4.8575255 -9.2793444 1.0327821 -10.5199532 13.3457361 -19.5764779
39 6.7505422 -7.4465124 4.0125654 -4.7120787 5.2188358 -5.7531945 2.5996950 -2.2570020 5.1925028 -0.3660602 -0.8383300 0.0735118
40 2.8885306 -0.8879405 2.5404966 -4.1841711 0.1548183 -3.9579230 2.6417404 -3.6408670 2.9866363 -5.1004920 -2.4622995 -14.3106933
41 5.8775037 -4.9686875 0.5198549 -3.3242918 -0.1280738 -6.4652805 2.3337394 -3.2245669 2.1116152 -3.5237053 10.4825519 -2.0105378
42 -0.8989625 1.5221299 0.8412667 -2.0811284 9.4985049 5.4611718 1.9858858 -3.8138847 3.3952287 1.8729632 -6.4276372 16.2745210
43 0.6332310 2.4275772 2.9915400 0.1734163 4.5311832 -0.2518543 0.4659794 -0.7470071 -3.2455883 -5.4595280 -5.8018479 -3.5795234
44 -1.2103318 -6.9168386 -2.3796247 -1.8483755 -7.1725505 -5.3141301 1.0167198 -2.1320420 7.3651495 0.1927964 -3.6042369 15.5855535
